total_cup_points,country_of_origin,harvest_year,variety,processing_method,moisture,category_one_defects,quakers,color,category_two_defects,altitude_mean_meters,region
82.17,Mexico,2013,Other,Washed / Wet,0.1,1,0.0,None,1,1400.0,Latin America
82.17,Taiwan,2013/2014,Typica,Other,0.11,0,0.0,Green,0,1200.0,Southeast Asia and the Pacific
82.17,Taiwan,2012,Typica,Washed / Wet,0.0,0,0.0,Green,0,800.0,Southeast Asia and the Pacific
82.17,Colombia,2013,Caturra,Washed / Wet,0.0,0,0.0,Bluish-Green,1,1750.0,Latin America
82.17,Mexico,2012,Typica,Washed / Wet,0.15,1,0.0,None,9,1144.0,Latin America
82.17,Guatemala,2012,Caturra,Washed / Wet,0.12,0,0.0,None,2,1350.0,Latin America
82.17,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,4,1000.0,Latin America
82.17,Mexico,2012,Typica,Washed / Wet,0.1,0,0.0,Green,1,1200.0,Latin America
82.08,Brazil,2016,Bourbon,Natural / Dry,0.11,0,1.0,Green,3,894.0,Latin America
82.08,Brazil,2015/2016,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,1,1.0,Latin America
82.08,Costa Rica,2015,Caturra,Washed / Wet,0.0,0,0.0,Blue-Green,0,1300.0,Latin America
82.08,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,0.12,0,0.0,Green,5,1500.0,East Africa and the Arabian Peninsula
82.08,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,3,1600.0,East Africa and the Arabian Peninsula
82.08,Costa Rica,2013,Caturra,Washed / Wet,0.11,0,0.0,Green,2,13.0,Latin America
82.08,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,7,1300.0,Latin America
82.08,Mexico,2012,Typica,Washed / Wet,0.13,3,0.0,Green,13,1800.0,Latin America
82.08,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,11,1250.0,Latin America
82.08,Vietnam,2012,Other,Natural / Dry,0.12,0,0.0,Green,2,1040.0,Southeast Asia and the Pacific
82.08,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,1,1250.0,Latin America
82.0,Honduras,2017,Caturra,Washed / Wet,0.12,0,0.0,Green,1,1600.0,Latin America
82.0,Honduras,2016,Caturra,Natural / Dry,0.1,0,1.0,Green,7,1600.0,Latin America
82.0,Brazil,2016,Bourbon,Natural / Dry,0.11,0,2.0,Green,3,944.0,Latin America
82.0,"Tanzania, United Republic Of",2015,Other,Washed / Wet,0.13,0,0.0,Green,20,1650.0,East Africa and the Arabian Peninsula
82.0,Laos,2015,Other,Washed / Wet,0.12,0,0.0,Blue-Green,0,1250.0,East Africa and the Arabian Peninsula
82.0,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,3,1350.0,East Africa and the Arabian Peninsula
82.0,Malawi,2014,Gesha,Washed / Wet,0.13,0,0.0,Bluish-Green,1,2500.0,East Africa and the Arabian Peninsula
82.0,Taiwan,2013,Typica,Washed / Wet,0.09,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
82.0,Costa Rica,2013,Catuai,Washed / Wet,0.1,0,0.0,Green,4,1300.0,Latin America
82.0,Honduras,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,5,1400.0,Latin America
82.0,Colombia,2013,Caturra,Washed / Wet,0.11,0,0.0,Green,1,1900.0,Latin America
82.0,Taiwan,2012,Typica,Washed / Wet,0.12,0,0.0,Bluish-Green,0,650.0,Southeast Asia and the Pacific
82.0,Brazil,2012,Mundo Novo,Natural / Dry,0.11,0,0.0,Blue-Green,0,1038.5,Latin America
82.0,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,1,940.0,Latin America
82.0,Brazil,2012,Mundo Novo,Natural / Dry,0.12,0,0.0,Green,1,1000.0,Latin America
82.0,Brazil,2012,Catuai,Semi-washed / Semi-pulped,0.11,0,0.0,Blue-Green,1,1050.0,Latin America
82.0,Brazil,2012,Mundo Novo,Semi-washed / Semi-pulped,0.12,0,0.0,Green,2,950.0,Latin America
82.0,Guatemala,2012,Bourbon,Washed / Wet,0.0,0,0.0,Green,10,1402.08,Latin America
81.92,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,1,1901.0,Latin America
81.92,Guatemala,2017,Bourbon,Washed / Wet,0.11,0,2.0,Green,0,1219.2,Latin America
81.92,Honduras,2017,Caturra,Washed / Wet,0.12,0,0.0,Green,1,1400.0,Latin America
81.92,Brazil,2016 / 2017,Catuai,Natural / Dry,0.11,0,0.0,Green,4,1020.0,Latin America
81.92,El Salvador,2014,Bourbon,Washed / Wet,0.11,0,0.0,Green,2,1250.0,Latin America
81.92,Guatemala,2015,Catuai,Washed / Wet,0.11,0,0.0,Green,7,1550.0,Latin America
81.92,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,4,1877.0,East Africa and the Arabian Peninsula
81.92,Taiwan,2012,Typica,Other,0.11,0,0.0,Green,0,1000.0,Southeast Asia and the Pacific
81.92,Mexico,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,6,1300.0,Latin America
81.92,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.13,2,0.0,None,7,981.0,Latin America
81.92,Mexico,2012,Mundo Novo,Washed / Wet,0.14,2,0.0,None,8,690.0,Latin America
81.92,Mexico,2012,Other,Washed / Wet,0.12,0,0.0,Green,4,1650.0,Latin America
81.92,Mexico,2012,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,1000.0,Latin America
81.92,Brazil,2012,Mundo Novo,Natural / Dry,0.12,0,0.0,Green,3,1100.0,Latin America
81.83,Guatemala,2017,Bourbon,Washed / Wet,0.1,1,0.0,Green,1,157.8864,Latin America
81.83,Costa Rica,2016,Catuai,Pulped natural / honey,0.0,1,0.0,Green,4,1900.0,Latin America
81.83,Brazil,2016,Mundo Novo,Natural / Dry,0.11,0,1.0,Green,3,973.0,Latin America
81.83,Indonesia,2015,Other,Other,0.11,0,1.0,Green,0,1250.0,Southeast Asia and the Pacific
81.83,Guatemala,2015,Bourbon,Washed / Wet,0.1,2,0.0,Green,6,3280.0,Latin America
81.83,Brazil,2015/2016,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,1,1.0,Latin America
81.83,Brazil,2015/2016,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,0,1.0,Latin America
81.83,Myanmar,2015,Catuai,Washed / Wet,0.0,0,0.0,Green,2,4001.0,Southeast Asia and the Pacific
81.83,Mexico,2015,Catuai,Washed / Wet,0.11,0,0.0,Green,7,1425.0,Latin America
81.83,Honduras,2015,Catuai,Washed / Wet,0.12,0,0.0,Green,1,1400.0,Latin America
81.83,Costa Rica,2015,Caturra,Washed / Wet,0.09,0,0.0,Green,0,1300.0,Latin America
81.83,Taiwan,2014,Typica,Washed / Wet,0.0,0,0.0,Green,0,700.0,Southeast Asia and the Pacific
81.83,Indonesia,2014,Typica,Other,0.11,2,0.0,None,6,1300.0,Southeast Asia and the Pacific
81.83,Malawi,2014,Gesha,Washed / Wet,0.13,0,0.0,Green,0,1556.0,East Africa and the Arabian Peninsula
81.83,Brazil,2014/2015,Bourbon,Natural / Dry,0.11,0,0.0,Green,0,1100.0,Latin America
81.83,Honduras,2014,Caturra,Natural / Dry,0.1,0,0.0,Green,4,1350.0,Latin America
81.83,Mexico,2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,1550.0,Latin America
81.83,Colombia,2013,Caturra,Washed / Wet,0.0,2,0.0,Bluish-Green,0,1775.0,Latin America
81.83,Brazil,2012,Bourbon,Semi-washed / Semi-pulped,0.12,0,0.0,Bluish-Green,0,1250.0,Latin America
81.83,Guatemala,2013,Bourbon,Washed / Wet,0.11,0,0.0,Green,1,1310.64,Latin America
81.83,Mexico,2012,Bourbon,Washed / Wet,0.12,0,0.0,Green,2,1500.0,Latin America
81.83,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.12,0,0.0,Green,10,1250.0,Latin America
81.75,Guatemala,2017,Bourbon,Washed / Wet,0.11,0,1.0,Green,1,1700.0,Latin America
81.75,Vietnam,2014,Caturra,Washed / Wet,0.12,0,0.0,Bluish-Green,0,1040.0,Southeast Asia and the Pacific
81.75,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Bluish-Green,4,1600.0,East Africa and the Arabian Peninsula
81.75,Mexico,2012,Bourbon,Washed / Wet,0.13,2,0.0,None,9,774.0,Latin America
81.75,Mexico,2012,Mundo Novo,Washed / Wet,0.13,0,0.0,Green,23,1250.0,Latin America
81.75,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,1,1100.0,Latin America
81.75,Mexico,2012,Caturra,Washed / Wet,0.12,10,0.0,Green,14,1550.0,Latin America
81.75,Colombia,2011,Caturra,Washed / Wet,0.0,0,0.0,Green,1,1750.0,Latin America
81.67,Brazil,2017 / 2018,Bourbon,Natural / Dry,0.11,0,0.0,Green,5,890.0,Latin America
81.67,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,1,1700.0,Latin America
81.67,Guatemala,2017,Bourbon,Washed / Wet,0.12,0,1.0,Green,3,1219.2,Latin America
81.67,Honduras,2016,Catuai,Washed / Wet,0.11,0,0.0,Blue-Green,2,1450.0,Latin America
81.67,Brazil,2015/2016,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,0,1.0,Latin America
81.67,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,0,1500.0,East Africa and the Arabian Peninsula
81.67,"Tanzania, United Republic Of",2013,Other,Washed / Wet,0.12,0,0.0,Green,7,1700.0,East Africa and the Arabian Peninsula
81.67,Brazil,2014/2015,Bourbon,Washed / Wet,0.1,0,0.0,Green,2,1260.0,Latin America
81.67,Honduras,2014,Caturra,Natural / Dry,0.1,0,0.0,Green,5,1400.0,Latin America
81.67,Costa Rica,2013,Caturra,Washed / Wet,0.11,0,0.0,Green,3,1850.0,Latin America
81.67,Taiwan,2013/2014,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,150.0,Southeast Asia and the Pacific
81.67,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,750.0,Southeast Asia and the Pacific
81.67,Mexico,2013,Typica,Washed / Wet,0.12,0,0.0,Green,6,1400.0,Latin America
81.67,Guatemala,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,4,1752.6,Latin America
81.67,Mexico,2012,Typica,Washed / Wet,0.13,1,0.0,Green,13,1650.0,Latin America
81.67,Mexico,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,4,1400.0,Latin America
81.67,Mexico,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,2,1200.0,Latin America
81.67,Mexico,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,2,1400.0,Latin America
81.67,Mexico,2012,Caturra,Semi-washed / Semi-pulped,0.11,0,0.0,Green,4,940.0,Latin America
81.58,Honduras,2018,Catimor,Washed / Wet,0.11,0,1.0,Blue-Green,3,1200.0,Latin America
81.58,Guatemala,2017,Bourbon,Washed / Wet,0.12,0,0.0,Green,0,190164.0,Latin America
81.58,Taiwan,2016,Typica,Washed / Wet,0.1,0,0.0,Blue-Green,0,800.0,Southeast Asia and the Pacific
81.58,Costa Rica,2015,Caturra,Washed / Wet,0.12,0,0.0,Green,1,13.0,Latin America
81.58,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,5,1800.0,East Africa and the Arabian Peninsula
81.58,Malawi,2014,Gesha,Washed / Wet,0.13,0,0.0,Green,0,1100.0,East Africa and the Arabian Peninsula
81.58,Brazil,2013/2014,Yellow Bourbon,Washed / Wet,0.12,0,0.0,Blue-Green,3,1260.0,Latin America
81.58,Guatemala,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,1,1310.64,Latin America
81.58,Mexico,2013,Typica,Washed / Wet,0.12,0,0.0,Green,9,1400.0,Latin America
81.5,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,0,1219.2,Latin America
81.5,Nicaragua,2017,Caturra,Other,0.11,0,0.0,Green,3,1100.0,Latin America
81.5,Honduras,2017,Caturra,Washed / Wet,0.1,0,0.0,Green,5,1400.0,Latin America
81.5,Taiwan,2015,Typica,Natural / Dry,0.12,0,0.0,Green,2,180.0,Southeast Asia and the Pacific
81.5,Myanmar,2015,Catuai,Washed / Wet,0.0,0,0.0,Green,4,1219.2,Southeast Asia and the Pacific
81.5,Costa Rica,2014,Caturra,Washed / Wet,0.12,1,0.0,Green,2,1200.0,Latin America
81.5,Malawi,2014,Gesha,Washed / Wet,0.12,0,0.0,Green,0,1599.0,East Africa and the Arabian Peninsula
81.5,Guatemala,2014,Other,Washed / Wet,0.12,0,0.0,Green,0,1219.2,Latin America
81.5,Taiwan,2014,Typica,Washed / Wet,0.11,0,0.0,Blue-Green,0,900.0,Southeast Asia and the Pacific
81.5,Brazil,2014,Yellow Bourbon,Semi-washed / Semi-pulped,0.0,1,0.0,Green,1,1200.0,Latin America
81.5,Haiti,2013,Blue Mountain,Washed / Wet,0.11,0,0.0,Bluish-Green,0,825.0,Latin America
81.5,Taiwan,2013/2014,Typica,Other,0.11,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
81.5,Mexico,2013,Typica,Washed / Wet,0.13,0,0.0,Green,2,1150.0,Latin America
81.5,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,5,1600.0,Latin America
81.5,Mexico,2012,Catuai,Washed / Wet,0.12,0,0.0,Green,10,1100.0,Latin America
81.5,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,6,1000.0,Latin America
81.5,Mexico,2012,Bourbon,Washed / Wet,0.13,0,0.0,Green,5,1250.0,Latin America
81.5,Mexico,2012,Typica,Natural / Dry,0.11,0,0.0,Green,3,1100.0,Latin America
81.5,Indonesia,2012,Other,Washed / Wet,0.12,0,0.0,Green,0,1400.0,Southeast Asia and the Pacific
81.5,Brazil,2012,Bourbon,Semi-washed / Semi-pulped,0.12,0,0.0,Blue-Green,2,125.0,Latin America
81.42,Mexico,2017,Mundo Novo,Washed / Wet,0.12,1,5.0,Green,17,1100.0,Latin America
81.42,Guatemala,2016,Catuai,Washed / Wet,0.1,0,0.0,Green,0,1371.6,Latin America
81.42,Brazil,2015/2016,Catuai,Natural / Dry,0.11,0,0.0,Green,2,1100.0,Latin America
81.42,Honduras,2015,Catuai,Washed / Wet,0.12,0,0.0,Green,1,1400.0,Latin America
81.42,Taiwan,2014,Typica,Washed / Wet,0.12,0,0.0,Green,0,110.0,Southeast Asia and the Pacific
81.42,Malawi,2014,Gesha,Washed / Wet,0.12,0,0.0,Bluish-Green,0,1422.0,East Africa and the Arabian Peninsula
81.42,Brazil,2014/2015,Bourbon,Natural / Dry,0.0,0,0.0,Green,0,1100.0,Latin America
81.42,Guatemala,2014,Bourbon,Washed / Wet,0.1,0,0.0,Green,6,1550.0,Latin America
81.42,Mexico,2014,Typica,Washed / Wet,0.0,1,0.0,Green,1,1550.0,Latin America
81.42,Guatemala,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,4,1310.64,Latin America
81.42,Mexico,2012,Caturra,Washed / Wet,0.13,1,0.0,None,8,763.0,Latin America
81.42,Colombia,2011,Caturra,Natural / Dry,0.11,0,0.0,Green,0,1750.0,Latin America
81.33,Honduras,2016 / 2017,Caturra,Washed / Wet,0.11,0,2.0,Bluish-Green,3,1500.0,Latin America
81.33,Brazil,2015/2016,Catuai,Natural / Dry,0.11,0,0.0,Green,14,1100.0,Latin America
81.33,Honduras,2015,Catuai,Washed / Wet,0.09,0,0.0,Green,4,1350.0,Latin America
81.33,Brazil,2014/2015,Yellow Bourbon,Other,0.12,0,0.0,Green,6,1200.0,Latin America
81.33,Philippines,2014,Other,Washed / Wet,0.14,0,0.0,Green,3,1400.0,Southeast Asia and the Pacific
81.33,Malawi,2014,Gesha,Washed / Wet,0.13,0,0.0,Green,1,1200.0,East Africa and the Arabian Peninsula
81.33,Honduras,2014,Catuai,Washed / Wet,0.12,0,0.0,Green,3,1450.0,Latin America
81.33,Mexico,2012,Typica,Washed / Wet,0.13,4,0.0,Green,13,1800.0,Latin America
81.33,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,None,4,1000.0,Latin America
81.25,Taiwan,2015,Typica,Natural / Dry,0.12,0,0.0,Green,0,680.0,Southeast Asia and the Pacific
81.25,Brazil,2015/2016,Yellow Bourbon,Natural / Dry,0.0,0,0.0,Green,1,1.0,Latin America
81.25,Nicaragua,2015,Catuai,Washed / Wet,0.1,0,0.0,Green,4,1100.0,Latin America
81.25,Honduras,2015,Catuai,Washed / Wet,0.12,0,0.0,Green,1,1400.0,Latin America
81.25,Guatemala,2014,Pacamara,Washed / Wet,0.09,0,0.0,Bluish-Green,2,1700.0,Latin America
81.25,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.13,0,0.0,Green,5,1700.0,East Africa and the Arabian Peninsula
81.25,Taiwan,2013/2014,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,650.0,Southeast Asia and the Pacific
81.25,Guatemala,2013,Caturra,Washed / Wet,0.11,0,0.0,Green,4,1524.0,Latin America
81.25,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,1,1500.0,Latin America
81.17,"Tanzania, United Republic Of",2015/2016,Bourbon,Washed / Wet,0.12,0,0.0,Green,2,1050.0,East Africa and the Arabian Peninsula
81.17,Mexico,2015,Caturra,Washed / Wet,0.12,0,0.0,Green,10,1200.0,Latin America
81.17,Costa Rica,2015,Caturra,Washed / Wet,0.11,0,0.0,Bluish-Green,0,1300.0,Latin America
81.17,Honduras,2015,Catuai,Natural / Dry,0.13,0,0.0,Green,1,1450.0,Latin America
81.17,Thailand,2014,Caturra,Washed / Wet,0.12,0,0.0,Blue-Green,0,1450.0,Southeast Asia and the Pacific
81.17,Philippines,2014,Typica,Natural / Dry,0.0,0,0.0,None,4,1200.0,Southeast Asia and the Pacific
81.17,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,0.12,0,0.0,Bluish-Green,2,1550.0,East Africa and the Arabian Peninsula
81.17,Malawi,2014,Caturra,Washed / Wet,0.12,0,0.0,Green,12,995.0,East Africa and the Arabian Peninsula
81.17,Costa Rica,2014,Catuai,Washed / Wet,0.11,0,0.0,Green,3,1300.0,Latin America
81.17,Mexico,2012,Typica,Natural / Dry,0.13,3,0.0,Green,7,1800.0,Latin America
81.17,Guatemala,2012,Caturra,Washed / Wet,0.12,0,0.0,Green,4,1450.0,Latin America
81.17,Brazil,2012,Mundo Novo,Natural / Dry,0.12,0,0.0,Green,1,1000.0,Latin America
81.08,Brazil,2016,Mundo Novo,Natural / Dry,0.11,5,0.0,Green,8,695.0,Latin America
81.08,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.13,0,0.0,Green,2,1456.0,East Africa and the Arabian Peninsula
81.08,Costa Rica,2014,Caturra,Washed / Wet,0.13,0,0.0,Green,0,1500.0,Latin America
81.08,United States (Puerto Rico),2013,Other,Washed / Wet,0.0,0,0.0,Green,0,853.44,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.13,5,0.0,None,16,1650.0,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,2,1300.0,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,5,1642.0,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.1,0,0.0,Green,1,1200.0,Latin America
81.0,El Salvador,2017,Bourbon,Washed / Wet,0.0,0,2.0,Green,6,1450.0,Latin America
81.0,Guatemala,2016,Bourbon,Washed / Wet,0.09,0,0.0,Green,8,3280.0,Latin America
81.0,Colombia,2016,Caturra,Washed / Wet,0.0,0,4.0,Green,4,1600.0,Latin America
81.0,Guatemala,2015,Bourbon,Washed / Wet,0.11,0,0.0,Green,1,1219.2,Latin America
81.0,Taiwan,2015,Typica,Washed / Wet,0.12,0,0.0,Bluish-Green,0,758.0,Southeast Asia and the Pacific
81.0,Honduras,2014,Caturra,Natural / Dry,0.12,0,0.0,Green,1,1350.0,Latin America
81.0,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,5,1525.0,East Africa and the Arabian Peninsula
81.0,Uganda,2013,SL14,Natural / Dry,0.12,0,0.0,Green,3,1700.0,East Africa and the Arabian Peninsula
81.0,Taiwan,2013/2014,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,1100.0,Southeast Asia and the Pacific
81.0,Mexico,2012,Other,Washed / Wet,0.12,0,0.0,Green,12,950.0,Latin America
81.0,Mexico,2012,Typica,Washed / Wet,0.0,0,0.0,Green,8,1100.0,Latin America
80.92,Taiwan,2017,Other,Washed / Wet,0.0,0,0.0,Blue-Green,0,200.0,Southeast Asia and the Pacific
80.92,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,2,1901.0,Latin America
80.92,Kenya,2017,SL28,Washed / Wet,0.11,0,0.0,Green,3,1600.0,East Africa and the Arabian Peninsula
80.92,Mexico,2017,Bourbon,Washed / Wet,0.11,0,0.0,Green,11,1100.0,Latin America
80.92,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,0,1700.0,East Africa and the Arabian Peninsula
80.92,Brazil,2014/2015,Yellow Bourbon,Natural / Dry,0.12,0,0.0,Green,8,1200.0,Latin America
80.92,Taiwan,2014,Typica,Washed / Wet,0.09,0,0.0,Green,0,550.0,Southeast Asia and the Pacific
80.92,Brazil,2014/2015,Bourbon,Natural / Dry,0.1,0,0.0,None,0,1100.0,Latin America
80.92,Nicaragua,2013,Caturra,Washed / Wet,0.1,1,0.0,Green,3,1050.0,Latin America
80.92,Guatemala,2014,Pacas,Washed / Wet,0.12,2,0.0,Green,5,1524.0,Latin America
80.92,Taiwan,2013/2014,Typica,Other,0.11,0,0.0,Green,0,688.0,Southeast Asia and the Pacific
80.92,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,300.0,Southeast Asia and the Pacific
80.92,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,12,1186.0,Latin America
80.83,Laos,2016,Catimor,Washed / Wet,0.0,0,0.0,Green,0,1300.0,East Africa and the Arabian Peninsula
80.83,Guatemala,2013,Caturra,Washed / Wet,0.11,0,0.0,Green,1,1200.0,Latin America
80.83,Mexico,2012,Catuai,Semi-washed / Semi-pulped,0.13,0,0.0,Green,7,1210.0,Latin America
80.83,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,3,1100.0,Latin America
80.83,Mexico,2012,Bourbon,Washed / Wet,0.13,0,0.0,Green,1,100.0,Latin America
80.75,Myanmar,2015,Catuai,Washed / Wet,0.0,0,0.0,Green,2,3825.0,Southeast Asia and the Pacific
80.75,Guatemala,2015,Caturra,Washed / Wet,0.12,0,0.0,Green,1,1706.88,Latin America
80.75,Nicaragua,2015,Other,Washed / Wet,0.12,0,0.0,Green,5,110000.0,Latin America
80.75,Honduras,2015,Caturra,Natural / Dry,0.11,0,0.0,Green,2,1450.0,Latin America
80.75,Panama,2014,Caturra,Other,0.11,1,0.0,Green,4,1680.0,Latin America
80.75,Honduras,2015,Catuai,Washed / Wet,0.09,0,0.0,Green,2,1350.0,Latin America
80.75,Honduras,2015,Catuai,Natural / Dry,0.13,0,0.0,Green,1,1450.0,Latin America
80.75,Costa Rica,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,0,1300.0,Latin America
80.75,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,2,1200.0,Latin America
80.75,Haiti,2012,Typica,Washed / Wet,0.12,0,0.0,Green,0,1000.0,Latin America
80.67,Indonesia,2015,Mandheling,Semi-washed / Semi-pulped,0.13,0,0.0,Blue-Green,1,1350.0,Southeast Asia and the Pacific
80.67,Guatemala,2015/2016,Bourbon,Washed / Wet,0.11,0,0.0,Green,0,1500.0,Latin America
80.67,Costa Rica,2015,Caturra,Washed / Wet,0.11,0,0.0,Blue-Green,4,185.0,Latin America
80.67,Malawi,2014,Caturra,Washed / Wet,0.12,0,0.0,Bluish-Green,1,995.0,East Africa and the Arabian Peninsula
80.67,Mexico,2014,Typica,Washed / Wet,0.12,0,0.0,Green,4,1200.0,Latin America
80.67,Guatemala,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,5,1550.0,Latin America
80.58,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Bluish-Green,1,1400.0,East Africa and the Arabian Peninsula
80.58,Brazil,2014/2015,Bourbon,Semi-washed / Semi-pulped,0.0,0,0.0,Green,3,1200.0,Latin America
80.58,Honduras,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,5,1400.0,Latin America
80.58,Guatemala,2014,Bourbon,Natural / Dry,0.11,0,0.0,Green,5,1383.792,Latin America
80.5,Taiwan,2017,Other,Natural / Dry,0.0,0,0.0,Blue-Green,0,50.0,Southeast Asia and the Pacific
80.5,Guatemala,2017,Caturra,Washed / Wet,0.1,0,0.0,Green,4,1500.0,Latin America
80.5,Honduras,2017,Catuai,Washed / Wet,0.11,0,0.0,Green,5,1650.0,Latin America
80.5,Brazil,2015/2016,Yellow Bourbon,Semi-washed / Semi-pulped,0.11,0,0.0,Green,3,1250.0,Latin America
80.5,Myanmar,2015,Other,Washed / Wet,0.0,0,0.0,Green,2,3800.0,Southeast Asia and the Pacific
80.5,Guatemala,2014,Other,Washed / Wet,0.11,0,0.0,Green,3,1219.2,Latin America
80.5,Brazil,2013,Yellow Bourbon,Semi-washed / Semi-pulped,0.1,0,0.0,None,10,1250.0,Latin America
80.5,Guatemala,2013,Bourbon,Washed / Wet,0.12,1,0.0,Green,1,1859.28,Latin America
80.5,Mexico,2012,Typica,Washed / Wet,0.15,0,0.0,None,1,1450.0,Latin America
80.42,Taiwan,2014,Typica,Washed / Wet,0.14,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
80.42,El Salvador,2013,Bourbon,Washed / Wet,0.0,0,0.0,Green,1,1450.0,Latin America
80.42,China,2013,Other,Washed / Wet,0.17,0,0.0,Green,14,1700.0,Southeast Asia and the Pacific
80.42,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
80.42,Mexico,2012,Typica,Washed / Wet,0.1,2,0.0,Green,4,1050.0,Latin America
80.42,Mexico,2012,Caturra,Washed / Wet,0.12,4,0.0,Green,16,1550.0,Latin America
80.33,"Tanzania, United Republic Of",2015/2016,Bourbon,Washed / Wet,0.13,0,0.0,Green,5,1700.0,East Africa and the Arabian Peninsula
80.33,Taiwan,2013/2014,Yellow Bourbon,Other,0.11,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
80.33,Guatemala,2013,Bourbon,Washed / Wet,0.11,1,0.0,Green,4,1310.64,Latin America
80.33,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,21,940.0,Latin America
80.25,Brazil,2017 / 2018,Catuai,Natural / Dry,0.11,0,1.0,Green,1,995.0,Latin America
80.25,Honduras,2016,Caturra,Natural / Dry,0.1,0,0.0,Green,4,1400.0,Latin America
80.25,Mexico,2016,Caturra,Washed / Wet,0.1,0,0.0,Green,2,1600.0,Latin America
80.25,Myanmar,2015,Other,Natural / Dry,0.11,1,0.0,Green,26,914.4,Southeast Asia and the Pacific
80.25,Myanmar,2014,Catuai,Natural / Dry,0.0,0,0.0,Green,1,4287.0,Southeast Asia and the Pacific
80.25,Nicaragua,2015,Caturra,Washed / Wet,0.11,0,0.0,Green,2,900.0,Latin America
